task_id,conversation_type,duration_min,n_events_mean,event_rate_per_min,word_rate_wpm,words_sp1,words_sp2,wpm_sp1,wpm_sp2,ttr_sp1,ttr_sp2,silence_ratio,turn_count,turn_dur_mean,turn_dur_median,turn_dur_std,n_speaker_changes,fto_mean_s,fto_median_s,fto_n,speaker_balance,bc_rate_per_min,bc_ack_per_min,bc_cont_per_min,bc_react_per_min,int_rate_per_min,int_competitive_per_min,int_cooperative_per_min,int_floor_taking_per_min,int_non_floor_per_min,overlap_count_per_min,overlap_dur_s,laughter_rate_per_min,non_content_ratio,question_rate_per_min
3581,Switchboard,5.0,100.0,20.0,211.0,668,387,133.6,77.4,0.3713,0.4289,0.1359,35,8.84,5.023,10.801,34,-0.306,-0.101,34,0.5866,6.4,,,,1.4,,,1.2,0.2,4.4,9.82,1.0,0.0132,
3582,Switchboard,4.974,52.0,10.453,179.32,288,604,57.9,121.42,0.5069,0.3593,0.2021,22,13.62,5.196,14.091,21,-0.074,0.149,21,0.3238,0.804,,,,0.402,,,0.201,0.201,2.211,4.05,1.005,0.0155,
3583,Switchboard,4.976,199.0,39.992,240.75,595,603,119.57,121.18,0.4504,0.3881,0.0903,87,3.655,1.95,3.746,86,-0.23,-0.054,86,0.4772,2.813,,,,3.014,,,2.412,0.603,11.053,23.47,3.818,0.0413,
3584,Switchboard,4.991,119.0,23.843,198.36,614,376,123.02,75.34,0.3827,0.4043,0.1481,48,6.103,1.719,8.64,47,0.134,0.22,47,0.5994,7.413,,,,0.401,,,0.401,0.0,3.005,4.33,1.603,0.0135,1.002
3585,Switchboard,4.997,138.0,27.615,220.72,545,558,109.06,111.66,0.3945,0.362,0.11,56,5.432,2.323,6.328,55,-0.081,-0.096,55,0.4372,4.202,,,,0.4,,,0.4,0.0,6.603,9.66,4.402,0.0085,
3586,Switchboard,4.982,191.0,38.339,242.88,779,431,156.37,86.51,0.3569,0.4107,0.0894,85,3.759,2.066,4.125,84,-0.246,-0.138,84,0.658,4.617,,,,2.409,,,2.409,0.0,11.642,21.79,2.81,0.0134,3.212
3587,Switchboard,4.988,99.0,19.846,205.48,728,297,145.94,59.54,0.3242,0.4613,0.161,53,5.711,2.639,7.963,52,-0.07,0.128,52,0.7389,1.203,,,,1.002,,,1.002,0.0,4.41,8.91,3.007,0.0024,3.809
3588,Switchboard,4.964,129.0,25.986,220.78,689,407,138.79,81.99,0.3396,0.4889,0.1682,69,4.27,2.493,4.113,68,0.046,0.076,68,0.5828,1.007,,,,1.209,,,1.209,0.0,5.842,11.13,3.223,0.01,
3589,Switchboard,4.963,126.0,25.389,188.0,353,580,71.13,116.87,0.4618,0.3828,0.1989,74,3.842,1.578,5.084,73,0.183,0.158,73,0.3601,1.612,,,,0.202,,,0.202,0.0,5.038,4.99,1.209,0.0183,
3590,Switchboard,4.986,119.0,23.866,217.2,621,462,124.54,92.66,0.4138,0.3939,0.183,58,4.967,2.091,7.43,57,0.163,0.166,57,0.5674,4.412,,,,0.401,,,0.401,0.0,3.811,3.75,1.404,0.0356,
3591,Switchboard,4.968,55.0,11.071,172.3,470,386,94.6,77.7,0.434,0.4404,0.1657,17,17.165,4.041,22.009,16,0.335,0.311,16,0.5821,3.019,,,,0.0,,,0.0,0.0,0.805,1.28,0.0,0.0415,0.805
3592,Switchboard,4.974,46.0,9.247,174.29,320,547,64.33,109.96,0.4938,0.426,0.1943,26,10.956,9.184,9.857,25,0.528,0.464,25,0.3486,0.402,,,,0.201,,,0.201,0.0,1.206,1.57,0.0,0.0165,
3593,Switchboard,4.981,173.0,34.733,186.51,487,442,97.77,88.74,0.4127,0.371,0.1157,81,3.857,2.221,4.052,80,-0.178,-0.127,80,0.5118,3.212,,,,1.606,,,1.606,0.0,10.641,21.46,3.212,0.0055,
3594,Switchboard,4.992,81.0,16.226,209.93,606,442,121.39,88.54,0.4208,0.3891,0.11,29,10.516,4.524,11.478,28,-0.212,-0.023,28,0.5515,4.407,,,,0.601,,,0.601,0.0,2.804,6.09,2.204,0.0056,
3595,Switchboard,4.966,155.0,31.21,230.35,518,626,104.3,126.05,0.4382,0.3722,0.0596,67,5.142,4.066,4.736,66,-0.712,-0.518,66,0.432,3.423,,,,3.826,,,3.624,0.201,11.477,33.81,0.604,0.0131,2.215
3596,Switchboard,4.995,136.0,27.226,215.41,605,471,121.12,94.29,0.4066,0.4331,0.1355,65,4.819,2.507,5.981,64,-0.212,0.075,64,0.6091,3.603,,,,2.402,,,2.002,0.4,6.806,10.8,2.602,0.0084,2.202
3597,Switchboard,4.982,30.0,6.021,182.24,189,719,37.93,144.31,0.582,0.3505,0.2172,13,22.475,4.763,29.228,12,0.563,0.359,12,0.2271,1.004,,,,0.201,,,0.201,0.0,0.201,0.09,0.201,0.0165,0.602
3598,Switchboard,4.986,106.0,21.259,227.03,830,302,166.46,60.57,0.3313,0.5331,0.1271,43,7.124,2.641,8.281,42,-0.183,-0.123,42,0.7209,3.811,,,,1.003,,,1.003,0.0,5.214,10.41,2.206,0.0059,
3599,Switchboard,4.974,55.0,11.057,203.84,477,537,95.89,107.95,0.3899,0.378,0.1901,36,8.061,3.19,9.364,35,0.214,0.323,35,0.4965,0.201,,,,0.804,,,0.804,0.0,1.608,3.21,0.201,0.019,
3600,Switchboard,4.977,126.0,25.316,216.39,520,557,104.48,111.91,0.4654,0.3734,0.0832,53,5.987,2.479,7.266,52,-0.373,-0.121,52,0.4467,3.617,,,,1.406,,,1.206,0.201,6.229,17.55,2.612,0.0339,
3601,Switchboard,4.976,74.0,14.871,184.28,271,646,54.46,129.82,0.428,0.3591,0.1686,33,9.101,4.107,11.332,32,-0.085,0.087,32,0.2967,3.818,,,,1.005,,,1.005,0.0,3.014,6.21,0.0,0.0098,
3602,Switchboard,4.991,159.0,31.858,231.42,515,640,103.19,128.23,0.3903,0.3391,0.0888,71,4.373,2.386,4.497,70,-0.159,-0.02,70,0.4508,6.812,,,,1.202,,,1.202,0.0,7.413,14.19,2.805,0.0015,
3603,Switchboard,4.985,76.0,15.247,216.47,762,317,152.87,63.6,0.3346,0.4637,0.1607,37,8.144,3.794,10.864,36,-0.08,0.002,36,0.7076,1.806,,,,0.602,,,0.602,0.0,3.611,7.14,0.401,0.0142,
3604,Switchboard,4.992,70.0,14.022,215.74,464,613,92.95,122.8,0.4052,0.398,0.173,38,7.837,3.114,8.967,37,0.045,0.327,37,0.3644,3.005,,,,0.801,,,0.801,0.0,2.204,3.95,0.401,0.0011,
3605,Switchboard,4.988,71.0,14.233,155.76,284,493,56.93,98.83,0.5282,0.43,0.2477,20,14.678,1.408,27.863,19,0.214,0.277,19,0.3237,5.814,,,,0.401,,,0.401,0.0,1.403,2.21,0.601,0.0215,
3606,Switchboard,4.976,149.0,29.944,216.24,529,547,106.31,109.93,0.431,0.3236,0.1465,62,4.846,2.074,5.773,61,-0.033,0.046,61,0.5018,6.632,,,,1.206,,,1.206,0.0,6.431,7.95,3.617,0.0042,3.014
3607,Switchboard,4.972,89.0,17.901,188.26,312,624,62.75,125.51,0.5096,0.3942,0.2331,48,5.815,3.535,6.793,47,0.388,0.363,47,0.3258,3.218,,,,0.402,,,0.402,0.0,2.011,4.52,1.408,0.0111,3.419
3608,Switchboard,4.978,54.0,10.847,178.38,409,479,82.16,96.22,0.4792,0.4718,0.19,34,8.247,6.395,6.603,33,0.547,0.652,33,0.4205,0.201,,,,0.201,,,0.201,0.0,1.205,3.47,0.402,0.0186,
3609,Switchboard,5.001,206.0,41.191,219.15,349,747,69.78,149.37,0.4097,0.3333,0.1098,84,3.918,2.499,3.645,83,-0.364,-0.24,83,0.407,6.399,,,,3.399,,,2.999,0.4,13.597,27.67,3.599,0.0023,
3610,Switchboard,4.954,70.0,14.131,154.84,288,479,58.14,96.7,0.4792,0.4134,0.1963,26,11.013,6.522,11.634,25,0.407,0.405,25,0.3387,3.432,,,,0.0,,,0.0,0.0,1.009,0.76,0.404,0.0241,
3611,Switchboard,4.981,86.0,17.266,202.38,578,430,116.04,86.33,0.3737,0.386,0.1581,33,9.014,4.939,12.662,32,0.011,0.094,32,0.5006,4.015,,,,0.402,,,0.402,0.0,2.208,3.58,1.004,0.0397,
3612,Switchboard,4.992,65.0,13.021,183.49,510,406,102.16,81.33,0.3804,0.4039,0.2224,44,6.397,3.127,6.435,43,0.415,0.398,43,0.5301,1.803,,,,0.2,,,0.2,0.0,1.402,2.39,0.2,0.003,
3614,Switchboard,4.995,135.0,27.029,205.22,453,572,90.7,114.52,0.415,0.4178,0.1157,60,5.275,4.061,5.604,59,-0.286,0.006,59,0.4714,5.206,,,,2.603,,,1.802,0.801,7.408,16.44,2.002,0.0015,
3615,Switchboard,4.963,150.0,30.225,215.41,450,619,90.68,124.73,0.4622,0.3619,0.1445,61,4.968,2.592,6.375,60,-0.094,-0.015,60,0.399,4.232,,,,0.806,,,0.806,0.0,6.851,14.31,3.224,0.0684,1.008
3616,Switchboard,4.976,106.0,21.302,208.8,265,774,53.26,155.55,0.4415,0.3165,0.2003,58,5.03,2.461,6.845,57,0.114,0.174,57,0.2776,3.818,,,,1.608,,,1.608,0.0,4.622,7.63,0.0,0.008,
3617,Switchboard,4.975,45.0,9.044,202.59,475,533,95.47,107.12,0.3726,0.3527,0.1831,24,12.155,7.532,12.899,23,0.257,0.233,23,0.449,1.005,,,,0.804,,,0.603,0.201,1.809,2.06,0.804,0.0042,
3618,Switchboard,4.992,105.0,21.034,232.37,706,454,141.43,90.94,0.3229,0.3546,0.1617,63,4.599,2.543,5.382,62,0.136,0.216,62,0.6375,3.205,,,,0.401,,,0.2,0.2,3.205,5.04,0.801,0.0076,
3619,Switchboard,4.999,114.0,22.805,183.44,477,440,95.42,88.02,0.3941,0.4409,0.1551,44,6.787,3.005,8.781,43,0.026,0.189,43,0.5179,5.601,,,,0.6,,,0.6,0.0,3.001,5.18,3.201,0.0232,
3620,Switchboard,4.979,81.0,16.268,187.98,450,486,90.38,97.61,0.4778,0.3889,0.2996,45,6.34,1.704,8.749,44,0.303,0.381,44,0.5,2.41,,,,0.603,,,0.603,0.0,3.213,7.55,0.201,0.0117,
3621,Switchboard,4.979,129.0,25.908,226.34,558,569,112.07,114.27,0.3817,0.355,0.1221,62,4.876,1.99,6.566,61,-0.06,0.064,61,0.4406,4.82,,,,1.004,,,1.004,0.0,5.824,11.28,2.008,0.0086,
3622,Switchboard,4.975,35.0,7.034,192.34,510,447,102.5,89.84,0.3922,0.4698,0.2006,22,13.035,9.608,13.315,21,0.558,0.5,21,0.5151,0.603,,,,0.0,,,0.0,0.0,0.0,0,1.206,0.0088,
3623,Switchboard,4.992,85.0,17.027,242.79,560,652,112.18,130.61,0.3625,0.3589,0.1348,34,8.737,4.366,12.158,33,0.074,0.203,33,0.4432,4.407,,,,0.2,,,0.2,0.0,2.604,4.99,1.202,0.0187,
3624,Switchboard,4.992,167.0,33.453,218.15,617,472,123.6,94.55,0.3744,0.447,0.1166,74,4.146,1.704,5.895,73,-0.101,-0.004,73,0.561,6.611,,,,1.803,,,1.803,0.0,8.213,10.23,1.603,0.0131,3.005
3625,Switchboard,4.976,99.0,19.895,197.95,394,591,79.18,118.77,0.401,0.3621,0.21,38,7.543,5.276,7.363,37,0.301,0.18,37,0.4249,7.235,,,,0.603,,,0.603,0.0,2.211,3.81,0.402,0.0194,
3626,Switchboard,4.975,70.0,14.069,146.72,246,484,49.44,97.28,0.5976,0.4545,0.2968,47,6.032,1.822,9.869,46,0.29,0.312,46,0.3402,2.01,,,,0.201,,,0.201,0.0,1.407,2.29,0.402,0.0057,1.809
3627,Switchboard,4.994,196.0,39.25,231.09,690,464,138.18,92.92,0.3551,0.4246,0.108,75,4.375,2.134,6.214,74,-0.386,-0.159,74,0.5814,3.404,,,,3.805,,,3.204,0.601,11.014,24.48,5.006,0.0443,
3628,Switchboard,4.959,104.0,20.972,153.86,461,302,92.96,60.9,0.3948,0.4536,0.3048,47,5.904,1.849,8.747,46,0.433,0.269,46,0.5595,4.033,,,,0.202,,,0.202,0.0,2.823,3.84,1.21,0.0218,2.823
3629,Switchboard,4.986,169.0,33.894,210.78,557,494,111.71,99.07,0.3609,0.3866,0.1215,81,3.739,1.793,5.006,80,-0.048,-0.006,80,0.4997,3.811,,,,1.604,,,1.604,0.0,8.824,15.17,2.808,0.0148,
3630,Switchboard,4.976,103.0,20.699,223.27,623,488,125.2,98.07,0.3756,0.4242,0.1899,41,7.086,3.477,11.252,40,0.188,0.185,40,0.5096,5.024,,,,0.804,,,0.804,0.0,2.813,5.83,2.813,0.0079,
3631,Switchboard,4.977,50.0,10.046,148.08,114,623,22.9,125.17,0.5965,0.3884,0.3134,23,12.362,2.149,23.219,22,0.569,0.49,22,0.1571,4.018,,,,0.402,,,0.402,0.0,0.603,2.08,0.603,0.0021,
3632,Switchboard,4.975,153.0,30.751,204.8,442,577,88.84,115.97,0.3801,0.3744,0.118,76,3.983,1.927,4.541,75,-0.066,0.048,75,0.4259,3.819,,,,1.407,,,1.407,0.0,7.838,15.09,3.015,0.003,
3633,Switchboard,4.992,105.0,21.034,212.74,497,565,99.56,113.18,0.4064,0.3947,0.1416,53,5.935,3.262,6.56,52,-0.377,0.029,52,0.4613,2.204,,,,1.603,,,1.402,0.2,5.609,15.8,0.401,0.0144,0.801
3634,Switchboard,4.989,148.0,29.666,189.22,397,547,79.58,109.64,0.3753,0.4497,0.1777,65,4.71,2.253,6.907,64,-0.111,0.03,64,0.388,3.809,,,,2.205,,,2.004,0.2,6.615,17.42,2.405,0.0286,
3635,Switchboard,4.991,65.0,13.024,216.99,237,846,47.49,169.51,0.4979,0.2872,0.2017,30,10.105,5.235,15.67,29,-0.137,-0.146,29,0.248,1.603,,,,0.401,,,0.401,0.0,4.007,6.77,0.0,0.0107,
3636,Switchboard,4.994,124.0,24.832,173.02,361,503,72.29,100.73,0.4792,0.3877,0.2288,54,5.387,2.894,6.415,53,0.158,0.213,53,0.3934,5.006,,,,0.2,,,0.2,0.0,4.205,6.13,1.602,0.0297,2.403
3637,Switchboard,4.977,180.0,36.166,203.73,384,630,77.15,126.58,0.3958,0.3921,0.0812,68,4.912,2.886,5.468,67,-0.531,-0.2,67,0.4336,6.028,,,,4.018,,,3.817,0.201,10.247,28.52,3.817,0.0232,
3638,Switchboard,4.986,87.0,17.448,164.66,514,307,103.09,61.57,0.356,0.544,0.1896,37,8.045,4.02,9.49,36,0.025,0.232,36,0.5939,3.008,,,,1.003,,,1.003,0.0,2.808,6.36,2.206,0.0135,1.203
3639,Switchboard,4.976,109.0,21.905,193.53,372,591,74.76,118.77,0.5376,0.3807,0.1525,58,5.152,1.997,8.55,57,-0.015,0.181,57,0.399,3.617,,,,1.206,,,1.206,0.0,4.019,13.58,1.407,0.0161,1.206
3640,Switchboard,4.982,61.0,12.243,213.55,434,630,87.11,126.44,0.4516,0.3889,0.2308,38,7.586,3.603,8.325,37,0.276,0.154,37,0.4137,1.204,,,,0.602,,,0.602,0.0,2.408,4.34,0.201,0.0087,
3641,Switchboard,4.986,140.0,28.078,202.56,526,484,105.49,97.07,0.3403,0.5062,0.113,66,4.812,2.876,5.76,65,-0.288,-0.118,65,0.5309,3.409,,,,2.407,,,2.006,0.401,7.621,14.4,2.206,0.0093,
3642,Switchboard,4.976,38.0,7.637,151.73,485,270,97.47,54.26,0.4144,0.4815,0.2273,14,21.131,11.167,24.529,13,0.179,0.589,13,0.6312,2.211,,,,0.402,,,0.402,0.0,0.804,2.08,0.603,0.0051,1.206
3643,Switchboard,4.962,128.0,25.798,184.82,468,449,94.32,90.49,0.4017,0.4588,0.1887,70,4.062,2.027,5.954,69,0.193,0.22,69,0.558,5.039,,,,0.403,,,0.403,0.0,3.426,4.96,1.411,0.0152,
3644,Switchboard,4.981,64.0,12.849,152.58,472,288,94.76,57.82,0.447,0.4306,0.2846,39,7.283,4.07,9.7,38,0.377,0.507,38,0.6136,2.208,,,,0.402,,,0.402,0.0,1.606,4.44,0.402,0.0046,
3645,Switchboard,4.977,54.0,10.85,186.86,492,438,98.85,88.0,0.4085,0.3881,0.2304,27,10.785,4.05,11.458,26,0.282,0.2,26,0.4793,2.009,,,,0.603,,,0.603,0.0,1.808,3.92,0.603,0.0064,
3646,Switchboard,4.987,114.0,22.858,192.69,395,566,79.2,113.49,0.4456,0.3975,0.2086,57,5.319,2.51,6.313,56,-0.092,0.089,56,0.3925,1.003,,,,1.805,,,1.805,0.0,5.213,14.88,0.602,0.0423,1.604
3647,Switchboard,5.001,101.0,20.196,190.36,669,283,133.77,56.59,0.3333,0.4947,0.1361,39,7.67,2.275,12.439,38,0.023,-0.058,38,0.6768,4.999,,,,0.4,,,0.4,0.0,4.399,6.72,2.2,0.0049,2.2
3648,Switchboard,4.979,103.0,20.688,186.39,498,430,100.03,86.37,0.4498,0.4558,0.2479,63,4.487,2.324,5.284,62,0.257,0.308,62,0.5012,3.615,,,,0.201,,,0.201,0.0,3.615,6.17,0.402,0.0012,
3649,Switchboard,4.977,103.0,20.695,200.92,415,585,83.38,117.54,0.3807,0.3368,0.2592,52,5.554,2.225,7.188,51,0.183,0.155,51,0.4336,3.617,,,,0.402,,,0.402,0.0,3.215,4.86,1.607,0.0153,
3650,Switchboard,4.988,92.0,18.443,204.28,430,589,86.2,118.08,0.4163,0.3769,0.1361,24,12.222,4.507,15.364,23,0.257,0.19,23,0.3971,5.413,,,,0.601,,,0.601,0.0,1.804,2.59,0.401,0.0396,
3651,Switchboard,4.97,75.0,15.092,193.98,526,438,105.84,88.14,0.3441,0.4269,0.1721,33,8.906,1.814,13.272,32,0.123,0.188,32,0.5685,2.817,,,,0.805,,,0.805,0.0,2.616,5.92,0.604,0.0225,1.207
3652,Switchboard,4.977,49.0,9.845,190.07,590,356,118.54,71.53,0.4644,0.4551,0.2146,31,9.328,7.323,9.785,30,0.298,0.402,30,0.5977,0.804,,,,0.402,,,0.402,0.0,1.206,2.38,0.402,0.0141,
3653,Switchboard,4.985,132.0,26.482,220.68,417,683,83.66,137.02,0.3909,0.3441,0.1189,50,5.997,2.685,7.625,49,-0.02,-0.019,49,0.4256,7.222,,,,1.003,,,1.003,0.0,5.617,7.58,2.006,0.0114,
3654,Switchboard,4.976,119.0,23.915,216.44,395,682,79.38,137.06,0.4101,0.4252,0.1624,50,5.769,2.755,7.769,49,0.196,0.097,49,0.4239,4.421,,,,0.603,,,0.603,0.0,4.421,5.98,4.019,0.0041,
3655,Switchboard,4.993,105.0,21.031,175.06,656,218,131.4,43.66,0.372,0.4908,0.2719,51,5.818,1.693,8.435,50,0.055,0.06,50,0.7351,2.203,,,,0.401,,,0.401,0.0,4.407,4.48,0.601,0.0238,1.202
3656,Switchboard,4.977,64.0,12.859,157.72,427,358,85.79,71.93,0.4543,0.4553,0.1745,33,8.853,3.394,14.284,32,0.163,0.172,32,0.6256,2.411,,,,0.402,,,0.402,0.0,2.21,2.36,0.201,0.0108,
3657,Switchboard,4.976,93.0,18.69,188.1,353,583,70.94,117.16,0.4221,0.4288,0.1271,37,8.01,2.961,13.116,36,0.047,0.039,36,0.3967,4.019,,,,0.603,,,0.603,0.0,3.617,4.66,3.014,0.0042,1.005
3658,Switchboard,4.99,84.0,16.834,176.76,397,485,79.56,97.2,0.5038,0.3897,0.208,50,5.772,1.765,8.849,49,0.21,0.168,49,0.4552,1.804,,,,1.202,,,1.202,0.0,3.607,6.94,0.802,0.0062,1.804
3659,Switchboard,4.984,127.0,25.481,228.93,513,628,102.93,126.0,0.3801,0.3646,0.0778,51,6.073,1.968,8.266,50,-0.216,0.024,50,0.4475,6.822,,,,1.605,,,1.605,0.0,4.615,10.4,3.21,0.0034,2.207
3660,Switchboard,4.976,84.0,16.881,198.95,401,589,80.59,118.37,0.4389,0.3701,0.213,31,9.403,3.448,13.282,30,0.234,0.269,30,0.4302,4.622,,,,0.201,,,0.201,0.0,2.613,4.33,0.201,0.0355,1.608
3661,Switchboard,4.981,78.0,15.66,211.41,600,453,120.46,90.95,0.4283,0.4216,0.1756,34,8.704,3.67,9.382,33,0.086,0.238,33,0.5566,4.818,,,,0.402,,,0.402,0.0,2.409,4.68,0.0,0.0132,
3662,Switchboard,4.972,78.0,15.689,188.87,316,623,63.56,125.31,0.4399,0.3387,0.1482,30,9.865,1.898,14.77,29,0.043,0.163,29,0.3724,3.822,,,,0.402,,,0.402,0.0,2.212,4.06,0.0,0.0318,2.011
3663,Switchboard,4.977,136.0,27.325,192.08,377,579,75.75,116.33,0.4218,0.4214,0.1466,67,4.597,2.478,5.876,66,-0.146,0.02,66,0.3951,4.42,,,,1.808,,,1.808,0.0,6.831,17.62,2.009,0.0027,1.808
3664,Switchboard,4.968,138.0,27.778,196.66,586,391,117.95,78.7,0.3788,0.422,0.1099,55,5.253,1.84,6.885,54,0.164,0.09,54,0.5633,5.233,,,,0.0,,,0.0,0.0,4.63,3.84,3.221,0.0301,
3665,Switchboard,5.002,94.0,18.794,175.74,318,561,63.58,112.16,0.3994,0.4171,0.1752,38,7.761,3.681,9.648,37,0.138,0.154,37,0.3425,5.398,,,,0.4,,,0.4,0.0,2.799,4.16,2.599,0.0003,1.0
3666,Switchboard,4.999,196.0,39.208,216.84,404,680,80.82,136.03,0.3812,0.3971,0.1032,87,3.618,2.084,4.589,86,-0.209,-0.078,86,0.3829,6.001,,,,2.0,,,2.0,0.0,10.802,22.09,4.001,0.0038,5.001
3667,Switchboard,4.768,98.0,20.554,200.71,400,557,83.89,116.82,0.445,0.4111,0.2106,56,4.851,2.405,5.729,55,0.203,0.221,55,0.4207,1.468,,,,0.839,,,0.839,0.0,3.146,6.67,0.839,0.0323,
3668,Switchboard,4.979,66.0,13.255,144.4,337,382,67.68,76.72,0.5104,0.4319,0.1308,27,10.911,3.842,14.897,26,0.136,-0.131,26,0.4802,3.013,,,,0.603,,,0.603,0.0,3.013,8.26,0.603,0.0066,
3669,Switchboard,4.981,143.0,28.71,204.18,473,544,94.96,109.22,0.3742,0.3952,0.1481,67,4.518,2.135,5.487,66,-0.075,0.06,66,0.4884,5.822,,,,1.405,,,1.405,0.0,6.224,13.33,1.405,0.0162,
3670,Switchboard,4.976,62.0,12.46,238.14,451,734,90.63,147.51,0.4102,0.3311,0.1747,12,25.03,22.758,21.363,11,-0.168,0.133,11,0.3939,6.833,,,,0.402,,,0.402,0.0,1.005,1.02,1.809,0.0003,
3671,Switchboard,4.975,68.0,13.667,179.68,360,534,72.35,107.33,0.4083,0.4232,0.1551,29,9.85,5.365,16.273,28,0.442,0.617,28,0.3833,3.819,,,,1.005,,,1.005,0.0,1.005,2.35,2.412,0.004,
3672,Switchboard,4.992,84.0,16.827,218.35,447,643,89.54,128.81,0.4161,0.409,0.1215,39,7.625,4.277,8.483,38,0.041,0.068,38,0.3809,3.005,,,,1.202,,,1.202,0.0,3.205,6.25,1.202,0.006,
3673,Switchboard,4.982,124.0,24.887,213.15,433,629,86.91,126.24,0.3464,0.372,0.1708,57,5.22,2.411,6.445,56,0.025,0.089,56,0.4386,6.623,,,,1.405,,,1.405,0.0,5.62,9.81,0.201,0.0078,
3674,Switchboard,4.804,151.0,31.43,195.87,444,497,92.42,103.45,0.3806,0.3863,0.125,63,4.957,2.442,5.688,62,-0.422,-0.269,62,0.4793,4.579,,,,3.747,,,3.33,0.416,9.575,29.73,1.873,0.0205,
3675,Switchboard,4.981,90.0,18.069,169.25,228,615,45.78,123.47,0.5482,0.4065,0.2888,50,5.621,1.162,9.501,49,0.361,0.314,49,0.2697,3.413,,,,0.0,,,0.0,0.0,1.807,2.44,2.61,0.0001,1.205
3676,Switchboard,4.986,87.0,17.448,145.0,375,348,75.21,69.79,0.4587,0.4138,0.282,48,5.872,2.621,8.001,47,0.351,0.407,47,0.4794,2.206,,,,0.602,,,0.401,0.201,2.607,6.73,1.003,0.0131,1.404
3677,Switchboard,4.992,55.0,11.018,170.47,614,237,123.0,47.48,0.4186,0.5781,0.2173,19,15.637,1.969,27.154,18,0.088,0.199,18,0.719,3.405,,,,0.2,,,0.2,0.0,1.402,1.74,1.803,0.0033,
3678,Switchboard,4.992,147.0,29.447,220.15,512,587,102.56,117.59,0.4004,0.4191,0.068,71,4.423,2.479,4.311,70,-0.208,-0.015,70,0.4961,3.806,,,,1.402,,,1.402,0.0,7.612,13.92,2.604,0.0062,
3679,Switchboard,4.995,80.0,16.015,177.97,460,429,92.09,85.88,0.3891,0.4592,0.2051,34,8.409,4.556,10.915,33,0.379,0.394,33,0.509,6.006,,,,0.0,,,0.0,0.0,1.401,1.65,0.4,0.0087,
3680,Switchboard,4.976,52.0,10.45,157.96,170,616,34.16,123.79,0.6235,0.3994,0.3141,27,10.947,2.09,16.736,26,0.114,0.214,26,0.1975,1.005,,,,0.201,,,0.201,0.0,2.01,2.19,0.402,0.0122,0.603
3681,Switchboard,4.992,72.0,14.423,177.28,521,364,104.37,72.92,0.4146,0.4396,0.1957,40,7.195,3.541,7.258,39,0.299,0.276,39,0.5342,1.803,,,,0.401,,,0.401,0.0,1.603,2.37,2.204,0.0054,1.603
3682,Switchboard,4.982,188.0,37.733,247.27,455,777,91.32,155.95,0.356,0.3346,0.1193,87,3.61,1.986,4.259,86,-0.178,-0.008,86,0.4074,5.82,,,,3.211,,,3.011,0.201,9.634,21.64,3.211,0.0105,1.606
3683,Switchboard,4.991,121.0,24.244,224.21,548,571,109.8,114.41,0.4982,0.4221,0.1769,61,4.863,1.739,6.661,60,0.037,0.105,60,0.4989,3.005,,,,0.801,,,0.801,0.0,5.41,6.56,2.004,0.0128,
3684,Switchboard,4.99,146.0,29.259,205.41,512,513,102.61,102.81,0.3965,0.3918,0.2194,74,4.036,1.919,5.015,73,0.003,0.111,73,0.5372,4.81,,,,0.601,,,0.601,0.0,6.413,13.97,1.603,0.0065,
3685,Switchboard,4.968,109.0,21.94,177.13,613,267,123.39,53.74,0.4307,0.4307,0.1867,47,6.021,2.666,7.962,46,0.321,0.396,46,0.6891,4.227,,,,0.403,,,0.403,0.0,2.617,4.28,3.019,0.0144,
3686,Switchboard,4.954,76.0,15.342,170.38,609,235,122.94,47.44,0.4023,0.5277,0.2834,31,9.229,4.017,14.29,30,0.359,0.328,30,0.6821,4.845,,,,0.202,,,0.202,0.0,1.211,1.57,0.202,0.0178,2.624
3687,Switchboard,4.977,135.0,27.124,264.01,837,477,168.17,95.84,0.3321,0.4465,0.1397,81,3.678,2.581,3.279,80,0.009,0.122,80,0.6244,2.21,,,,0.603,,,0.603,0.0,5.626,8.01,1.607,0.0048,
3688,Switchboard,4.991,126.0,25.246,188.74,535,407,107.19,81.55,0.4579,0.3857,0.2267,75,3.831,1.266,5.546,74,0.164,0.283,74,0.5902,5.009,,,,0.801,,,0.801,0.0,3.607,7.11,0.401,0.0046,4.608
3689,Switchboard,4.991,79.0,15.829,234.22,479,690,95.97,138.25,0.405,0.3029,0.2039,40,7.29,2.49,9.758,39,0.172,0.395,39,0.425,3.005,,,,0.601,,,0.601,0.0,2.204,2.78,1.803,0.0108,
3690,Switchboard,4.977,112.0,22.503,181.03,591,310,118.74,62.29,0.357,0.4774,0.241,48,5.84,1.622,10.183,47,0.388,0.289,47,0.6282,6.429,,,,0.201,,,0.201,0.0,1.808,2.58,1.005,0.0333,
3691,Switchboard,4.977,106.0,21.298,231.06,647,503,130.0,101.06,0.4158,0.4115,0.1025,44,7.053,3.043,9.838,43,-0.278,-0.032,43,0.5389,3.014,,,,1.406,,,1.406,0.0,5.827,13.06,2.009,0.0092,1.406
3692,Switchboard,4.977,48.0,9.644,198.31,319,668,64.09,134.21,0.5078,0.3293,0.2223,14,21.666,7.884,31.923,13,-0.364,0.067,13,0.3732,3.215,,,,0.603,,,0.603,0.0,1.406,2.18,0.402,0.0149,0.402
